n_fila,oficio,identificador,titulo,emisor,receptor,fecha,url_documento,clave_unica
282,14,2023-99-53-282,Oficio pronunciamiento conforme sobre adenda,"SEREMI de Vivienda y Urbanismo, Región Metropolitana de Santiago",Servicio de Evaluación Ambiental Dirección Ejecutiva,07/01/2025 16:12:54,https://seia.sea.gob.cl/archivos/2025/01/07/aa8_ID_20251330328_ORD_14_MINVU.pdf,2023-99-53-282|https://seia.sea.gob.cl/archivos/2025/01/07/aa8_ID_20251330328_ORD_14_MINVU.pdf
283,350/102/2024,2023-99-53-283,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Til-Til,Servicio de Evaluación Ambiental Dirección Ejecutiva,09/01/2025 12:00:35,https://seia.sea.gob.cl/archivos/2025/01/09/712_ID_20251330343_ORD_350_MUNI_DE_TILTIL.pdf,2023-99-53-283|https://seia.sea.gob.cl/archivos/2025/01/09/712_ID_20251330343_ORD_350_MUNI_DE_TILTIL.pdf
284,1208,2023-99-53-284,Oficio no participación en la evaluación,"SEREMI de Salud, Región de Antofagasta",Servicio de Evaluación Ambiental Dirección Ejecutiva,09/01/2025 15:27:22,https://seia.sea.gob.cl/archivos/2025/01/09/3c1_ID_20250230315_OF_1208_SEREMI_DE_SALUD_DE_ANTOFAGASTA.pdf,2023-99-53-284|https://seia.sea.gob.cl/archivos/2025/01/09/3c1_ID_20250230315_OF_1208_SEREMI_DE_SALUD_DE_ANTOFAGASTA.pdf
285,007,2023-99-53-285,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Calama,Servicio de Evaluación Ambiental Dirección Ejecutiva,17/01/2025 17:48:24,https://seia.sea.gob.cl/archivos/2025/01/23/12e_007_Muni_Calama.pdf,2023-99-53-285|https://seia.sea.gob.cl/archivos/2025/01/23/12e_007_Muni_Calama.pdf
286,217,2023-99-53-286,Oficio pronunciamiento con observaciones sobre adenda,Consejo de Monumentos Nacionales,Servicio de Evaluación Ambiental Dirección Ejecutiva,17/01/2025 20:36:14,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164141014,2023-99-53-286|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164141014
287,3236 (Proceso: 18718120),2023-99-53-287,Oficio pronunciamiento con observaciones sobre adenda,Dirección de Obras Hidráulicas,Servicio de Evaluación Ambiental Dirección Ejecutiva,21/01/2025 19:47:13,https://seia.sea.gob.cl/archivos/2025/01/23/5fe_3236_DOH.pdf,2023-99-53-287|https://seia.sea.gob.cl/archivos/2025/01/23/5fe_3236_DOH.pdf
288,54/2025,2023-99-53-288,Oficio pronunciamiento con observaciones sobre adenda,Subsecretaría de Agricultura,Servicio de Evaluación Ambiental Dirección Ejecutiva,22/01/2025 16:11:41,https://seia.sea.gob.cl/archivos/2025/01/23/f40_54-2025_Subse._Agricultura.pdf,2023-99-53-288|https://seia.sea.gob.cl/archivos/2025/01/23/f40_54-2025_Subse._Agricultura.pdf
289,5,2023-99-53-289,Oficio pronunciamiento con observaciones sobre adenda,Dirección General de Aguas,Servicio de Evaluación Ambiental Dirección Ejecutiva,28/01/2025 16:39:49,https://seia.sea.gob.cl/archivos/2025/01/28/c80_ID_20259930357_ORD_5_DGA.pdf,2023-99-53-289|https://seia.sea.gob.cl/archivos/2025/01/28/c80_ID_20259930357_ORD_5_DGA.pdf
290,73,2023-99-53-290,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Vicuńa,Servicio de Evaluación Ambiental Dirección Ejecutiva,29/01/2025 13:03:40,https://seia.sea.gob.cl/archivos/2025/01/29/6d0_ID_20259930361_ORD_73_MUNI_DE_VICUNA.pdf,2023-99-53-290|https://seia.sea.gob.cl/archivos/2025/01/29/6d0_ID_20259930361_ORD_73_MUNI_DE_VICUNA.pdf
291,00192,2023-99-53-291,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Vallenar,Servicio de Evaluación Ambiental Dirección Ejecutiva,30/01/2025 15:33:49,https://seia.sea.gob.cl/archivos/2025/01/31/d7b_ID_202503303131_ORD_192_MUNI_DE_VALLENAR.pdf,2023-99-53-291|https://seia.sea.gob.cl/archivos/2025/01/31/d7b_ID_202503303131_ORD_192_MUNI_DE_VALLENAR.pdf
292,2025990025,2023-99-53-292,Oficio Reitera Solicitud de Pronunciamiento,Servicio de Evaluación Ambiental Dirección Ejecutiva,18 destinatarios,05/02/2025 18:22:58,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164400466,2023-99-53-292|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164400466
293,68,2023-99-53-293,Oficio pronunciamiento con observaciones sobre adenda,"SEREMI de Desarrollo Social y Familia, Región de Coquimbo",Servicio de Evaluación Ambiental Dirección Ejecutiva,07/02/2025 10:23:32,https://seia.sea.gob.cl/archivos/2025/02/07/d33_ORD_68_SEREMI_DE_DESARROLLO_SOCIAL.pdf,2023-99-53-293|https://seia.sea.gob.cl/archivos/2025/02/07/d33_ORD_68_SEREMI_DE_DESARROLLO_SOCIAL.pdf
294,120,2023-99-53-294,Oficio pronunciamiento conforme sobre adenda,"SEREMI de Vivienda y Urbanismo, Región de Atacama",Servicio de Evaluación Ambiental Dirección Ejecutiva,07/02/2025 15:23:08,https://seia.sea.gob.cl/archivos/2025/02/10/15f_ORD_120_MINVU_ATACAMA_Se_pronuin.pdf,2023-99-53-294|https://seia.sea.gob.cl/archivos/2025/02/10/15f_ORD_120_MINVU_ATACAMA_Se_pronuin.pdf
295,0310,2023-99-53-295,Oficio pronunciamiento con observaciones sobre adenda,Servicio Nacional de Geología y Minería,2 destinatarios,07/02/2025 16:49:29,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164389449,2023-99-53-295|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164389449
296,97,2023-99-53-296,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Diego de Almagro,Servicio de Evaluación Ambiental Dirección Ejecutiva,11/02/2025 16:05:01,https://seia.sea.gob.cl/archivos/2025/02/12/3bc_ORD_97_MUNI_DE_DIEGO_DE_ALMAGRO.pdf,2023-99-53-296|https://seia.sea.gob.cl/archivos/2025/02/12/3bc_ORD_97_MUNI_DE_DIEGO_DE_ALMAGRO.pdf
297,131,2023-99-53-297,Visación de acta de reunión,"Dirección de Vialidad, Región de Antofagasta",2 destinatarios,12/02/2025 10:28:48,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2161131633,2023-99-53-297|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2161131633
298,149,2023-99-53-298,Oficio pronunciamiento conforme sobre EIA,"Dirección de Vialidad, Región de Antofagasta",3 destinatarios,12/02/2025 10:29:10,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164435366,2023-99-53-298|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164435366
299,96/2025,2023-99-53-299,Oficio pronunciamiento conforme sobre adenda,Ilustre Municipalidad de Curacaví,Servicio de Evaluación Ambiental Dirección Ejecutiva,12/02/2025 16:51:29,https://seia.sea.gob.cl/archivos/2025/02/12/dda_Oficio_N_96-2025_Municipalidad_de_Curacavi_KIMAL_-_LO_AGUIRRE.pdf,2023-99-53-299|https://seia.sea.gob.cl/archivos/2025/02/12/dda_Oficio_N_96-2025_Municipalidad_de_Curacavi_KIMAL_-_LO_AGUIRRE.pdf
300,115/2025,2023-99-53-300,Oficio pronunciamiento con observaciones sobre adenda,"Corporación Nacional Forestal, Dirección Ejecutiva",Servicio de Evaluación Ambiental Dirección Ejecutiva,13/02/2025 15:21:01,https://seia.sea.gob.cl/archivos/2025/02/13/a9b_ORD_115-2025_CONAF.pdf,2023-99-53-300|https://seia.sea.gob.cl/archivos/2025/02/13/a9b_ORD_115-2025_CONAF.pdf
301,187,2023-99-53-301,Oficio pronunciamiento con observaciones sobre adenda,Corporación Nacional de Desarrollo Indígena,Servicio de Evaluación Ambiental Dirección Ejecutiva,25/02/2025 09:29:42,https://seia.sea.gob.cl/archivos/2025/02/27/152_ID_202599303125_ORD_187_CONADI.pdf,2023-99-53-301|https://seia.sea.gob.cl/archivos/2025/02/27/152_ID_202599303125_ORD_187_CONADI.pdf
302,202599101176,2023-99-53-302,"Informe consolidado de solicitud de aclaraciones, rectificaciones y/o ampliaciones al EIA (ICSARA)",Servicio de Evaluación Ambiental Dirección Ejecutiva,Conexión Kimal Lo Aguirre S.A,25/02/2025 16:16:38,https://seia.sea.gob.cl/archivos/2025/02/25/f08ce75e-277d-4c90-be20-1397d80b9986.pdf,2023-99-53-302|https://seia.sea.gob.cl/archivos/2025/02/25/f08ce75e-277d-4c90-be20-1397d80b9986.pdf
303,,2023-99-53-303,Notificación de documento,Servicio de Evaluación Ambiental Dirección Ejecutiva,2 destinatarios,25/02/2025 22:48:43,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164542613,2023-99-53-303|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2164542613
304,106,2023-99-53-304,Oficio no participación en la evaluación,Ministerio de Vivienda y Urbanismo,Servicio de Evaluación Ambiental Dirección Ejecutiva,19/03/2025 13:19:39,https://seia.sea.gob.cl/archivos/2025/04/07/a76_174359425043151Pronunciamiento_Interregional_MINVU_Adenda_Proyecto_Kimal_-_Lo_Aguirre.pdf,2023-99-53-304|https://seia.sea.gob.cl/archivos/2025/04/07/a76_174359425043151Pronunciamiento_Interregional_MINVU_Adenda_Proyecto_Kimal_-_Lo_Aguirre.pdf
305,1191,2023-99-53-305,Oficio pronunciamiento con observaciones sobre adenda,"DOH, Región Metropolitana de Santiago",5 destinatarios,20/03/2025 20:26:18,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2163993163,2023-99-53-305|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2163993163
306,202599109335,2023-99-53-306,Anexo Participación Ciudadana,Servicio de Evaluación Ambiental Dirección Ejecutiva,Conexión Kimal Lo Aguirre S.A,03/04/2025 18:19:05,https://seia.sea.gob.cl/archivos/2025/04/03/7e5_Anexo_PAC_2__Kimal-Lo_Aguirre.pdf,2023-99-53-306|https://seia.sea.gob.cl/archivos/2025/04/03/7e5_Anexo_PAC_2__Kimal-Lo_Aguirre.pdf
307,,2023-99-53-307,Carta solicitud de extensión de suspensión de plazo,Conexión Kimal Lo Aguirre S.A,2 destinatarios,09/06/2025 17:41:37,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165490318,2023-99-53-307|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165490318
308,20259900118,2023-99-53-308,Resolución de Extensión de la Suspensión de Plazo,Servicio de Evaluación Ambiental Dirección Ejecutiva,Conexión Kimal Lo Aguirre S.A,11/06/2025 15:38:16,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165505919,2023-99-53-308|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165505919
309,,2023-99-53-309,Notificación de documento,Servicio de Evaluación Ambiental Dirección Ejecutiva,2 destinatarios,11/06/2025 17:11:52,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165511291,2023-99-53-309|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165511291
310,,2023-99-53-310,Adenda complementaria,Conexión Kimal Lo Aguirre S.A,Servicio de Evaluación Ambiental Dirección Ejecutiva,23/07/2025 17:12:30,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165824381,2023-99-53-310|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165824381
311,202599102659,2023-99-53-311,Solicitud de Evaluación de Adenda Complementaria,Servicio de Evaluación Ambiental Dirección Ejecutiva,6 destinatarios,23/07/2025 20:10:29,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165851793,2023-99-53-311|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165851793
312,202599101629,2023-99-53-312,Resolución Exenta,Servicio de Evaluación Ambiental Dirección Ejecutiva,33 destinatarios,23/07/2025 20:20:31,https://seia.sea.gob.cl/archivos/2025/07/23/a0e_Archivos_de_Gran_Tamano_202599101629_2025_Carta.pdf,2023-99-53-312|https://seia.sea.gob.cl/archivos/2025/07/23/a0e_Archivos_de_Gran_Tamano_202599101629_2025_Carta.pdf
313,,2023-99-53-313,Notificación de documento,Servicio de Evaluación Ambiental Dirección Ejecutiva,34 destinatarios,23/07/2025 20:23:17,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165852619,2023-99-53-313|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165852619
314,202599102671,2023-99-53-314,Solicitud especial de pronunciamiento sobre Adenda complementaria,Servicio de Evaluación Ambiental Dirección Ejecutiva,"DOH, Región Metropolitana de Santiago",28/07/2025 18:26:18,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165864797,2023-99-53-314|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165864797
315,CNX-KILO-000-AA-CAR-I-0248,2023-99-53-315,Carta titular,Conexión Kimal Lo Aguirre S.A,Servicio de Evaluación Ambiental Dirección Ejecutiva,01/08/2025 14:47:02,https://seia.sea.gob.cl/archivos/2025/08/01/6ac_Carta_titular_CNX-KILO-000-AA-CAR-I-0248.pdf,2023-99-53-315|https://seia.sea.gob.cl/archivos/2025/08/01/6ac_Carta_titular_CNX-KILO-000-AA-CAR-I-0248.pdf
316,CNX-KILO-000-AA-CAR-I-0249,2023-99-53-316,Carta titular,Conexión Kimal Lo Aguirre S.A,Servicio de Evaluación Ambiental Dirección Ejecutiva,01/08/2025 14:49:31,https://seia.sea.gob.cl/archivos/2025/08/01/13c_Carta_titular.pdf,2023-99-53-316|https://seia.sea.gob.cl/archivos/2025/08/01/13c_Carta_titular.pdf
317,202599101666,2023-99-53-317,Resolución Exenta,Servicio de Evaluación Ambiental Dirección Ejecutiva,"Corporación Nacional Forestal, Dirección Ejecutiva",01/08/2025 14:54:19,https://seia.sea.gob.cl/archivos/2025/08/01/789_Res_N_202599101666_01082025.pdf,2023-99-53-317|https://seia.sea.gob.cl/archivos/2025/08/01/789_Res_N_202599101666_01082025.pdf
318,,2023-99-53-318,Notificación de documento,Servicio de Evaluación Ambiental Dirección Ejecutiva,2 destinatarios,01/08/2025 15:17:20,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165957193,2023-99-53-318|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2165957193
319,751,2023-99-53-319,Oficio pronunciamiento conforme sobre adenda,"SEREMI MOP, Región de Coquimbo",Servicio de Evaluación Ambiental Dirección Ejecutiva,04/08/2025 15:42:17,https://seia.sea.gob.cl/archivos/2025/08/05/00e_175433408512293Ord_SEREMI_MOP_N_751_de_04_08_25_-_Pronunciamiento_Adenda_complementaria_EIA_L_nea_de_.pdf,2023-99-53-319|https://seia.sea.gob.cl/archivos/2025/08/05/00e_175433408512293Ord_SEREMI_MOP_N_751_de_04_08_25_-_Pronunciamiento_Adenda_complementaria_EIA_L_nea_de_.pdf
320,643,2023-99-53-320,Oficio pronunciamiento conforme sobre adenda,Ilustre Municipalidad de Diego de Almagro,Servicio de Evaluación Ambiental Dirección Ejecutiva,11/08/2025 16:09:36,https://seia.sea.gob.cl/archivos/2025/08/12/643_Muni_Diego_de_Almagro.pdf,2023-99-53-320|https://seia.sea.gob.cl/archivos/2025/08/12/643_Muni_Diego_de_Almagro.pdf
321,015- 2025 SEIA,2023-99-53-321,Oficio pronunciamiento con observaciones sobre adenda,Servicio Nacional Turismo,Servicio de Evaluación Ambiental Dirección Ejecutiva,12/08/2025 10:35:39,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166035954,2023-99-53-321|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166035954
322,01939/2025,2023-99-53-322,Oficio pronunciamiento con observaciones sobre adenda,"Gobierno Regional, Región de Antofagasta",Servicio de Evaluación Ambiental Dirección Ejecutiva,12/08/2025 15:27:01,https://seia.sea.gob.cl/archivos/2025/08/12/d14_GORE_Antofagasta.pdf,2023-99-53-322|https://seia.sea.gob.cl/archivos/2025/08/12/d14_GORE_Antofagasta.pdf
323,103-656/2025,2023-99-53-323,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Catemu,Servicio de Evaluación Ambiental Dirección Ejecutiva,13/08/2025 09:55:10,https://seia.sea.gob.cl/archivos/2025/08/13/654_Oficio_Alcaldicio_N_103-656_2025_Catemu.pdf,2023-99-53-323|https://seia.sea.gob.cl/archivos/2025/08/13/654_Oficio_Alcaldicio_N_103-656_2025_Catemu.pdf
324,682,2023-99-53-324,Oficio pronunciamiento conforme sobre adenda,Ilustre Municipalidad de Cabildo,Servicio de Evaluación Ambiental Dirección Ejecutiva,13/08/2025 12:53:26,https://seia.sea.gob.cl/archivos/2025/08/13/dee_ID_202599303509_ORD_682_MUNI_DE_CABILDO.pdf,2023-99-53-324|https://seia.sea.gob.cl/archivos/2025/08/13/dee_ID_202599303509_ORD_682_MUNI_DE_CABILDO.pdf
325,812 (SSD: 19385877),2023-99-53-325,Oficio pronunciamiento con observaciones sobre adenda,Dirección de Obras Hidráulicas,9 destinatarios,13/08/2025 17:24:01,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166049516,2023-99-53-325|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166049516
326,55,2023-99-53-326,Oficio pronunciamiento con observaciones sobre adenda,Dirección General de Aguas,Servicio de Evaluación Ambiental Dirección Ejecutiva,14/08/2025 11:15:13,https://seia.sea.gob.cl/archivos/2025/08/14/175512059778101Oficio_DGA_N_55_326.pdf,2023-99-53-326|https://seia.sea.gob.cl/archivos/2025/08/14/175512059778101Oficio_DGA_N_55_326.pdf
327,20259900223,2023-99-53-327,Oficio Reitera Solicitud de Pronunciamiento,Servicio de Evaluación Ambiental Dirección Ejecutiva,26 destinatarios,14/08/2025 12:03:21,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166051029,2023-99-53-327|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166051029
328,1007,2023-99-53-328,Oficio pronunciamiento conforme sobre adenda,"SEREMI de Vivienda y Urbanismo, Región de Antofagasta",Servicio de Evaluación Ambiental Dirección Ejecutiva,14/08/2025 13:18:08,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166052190,2023-99-53-328|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166052190
329,OE-01006/2025,2023-99-53-329,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Illapel,Servicio de Evaluación Ambiental Dirección Ejecutiva,14/08/2025 13:28:25,https://seia.sea.gob.cl/archivos/2025/08/14/ILLAPEL_329.pdf,2023-99-53-329|https://seia.sea.gob.cl/archivos/2025/08/14/ILLAPEL_329.pdf
330,361/98/2024,2023-99-53-330,Oficio pronunciamiento con observaciones al EIA,Ilustre Municipalidad de Til-Til,Servicio de Evaluación Ambiental Dirección Ejecutiva,14/08/2025 13:35:24,https://seia.sea.gob.cl/archivos/2025/08/14/Ti_til_330.pdf,2023-99-53-330|https://seia.sea.gob.cl/archivos/2025/08/14/Ti_til_330.pdf
331,3395,2023-99-53-331,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Pudahuel,Servicio de Evaluación Ambiental Dirección Ejecutiva,14/08/2025 15:35:43,https://seia.sea.gob.cl/archivos/2025/08/14/1Municipalidad_de_Pudahuel_Kimal_Lo_Aguirre_331.pdf,2023-99-53-331|https://seia.sea.gob.cl/archivos/2025/08/14/1Municipalidad_de_Pudahuel_Kimal_Lo_Aguirre_331.pdf
332,05216/2025,2023-99-53-332,Oficio pronunciamiento con observaciones sobre adenda,Subsecretaría del Medio Ambiente,Servicio de Evaluación Ambiental Dirección Ejecutiva,14/08/2025 16:34:27,https://seia.sea.gob.cl/archivos/2025/08/18/MMA_332.pdf,2023-99-53-332|https://seia.sea.gob.cl/archivos/2025/08/18/MMA_332.pdf
333,0838,2023-99-53-333,Oficio no participación en la evaluación,"SEREMI de Salud, Región de Antofagasta",Servicio de Evaluación Ambiental Dirección Ejecutiva,18/08/2025 11:27:02,https://seia.sea.gob.cl/archivos/2025/08/19/41e_17555273245023OFICIO_0838_14-08-2025.pdf,2023-99-53-333|https://seia.sea.gob.cl/archivos/2025/08/19/41e_17555273245023OFICIO_0838_14-08-2025.pdf
334,839,2023-99-53-334,Oficio pronunciamiento con observaciones sobre adenda,"Subsecretaría de Salud Pública, Ministerio de Salud",Servicio de Evaluación Ambiental Dirección Ejecutiva,18/08/2025 11:37:46,https://seia.sea.gob.cl/archivos/2025/08/18/OFICIO_0839_14-08-2025_334.pdf,2023-99-53-334|https://seia.sea.gob.cl/archivos/2025/08/18/OFICIO_0839_14-08-2025_334.pdf
335,482,2023-99-53-335,Oficio pronunciamiento con observaciones sobre adenda,"SEREMI de Desarrollo Social y Familia, Región de Coquimbo",Servicio de Evaluación Ambiental Dirección Ejecutiva,18/08/2025 11:55:56,https://seia.sea.gob.cl/archivos/2025/08/18/OFICIO_N_482_335.pdf,2023-99-53-335|https://seia.sea.gob.cl/archivos/2025/08/18/OFICIO_N_482_335.pdf
336,4694,2023-99-53-336,Oficio pronunciamiento con observaciones sobre adenda,Consejo de Monumentos Nacionales,Servicio de Evaluación Ambiental Dirección Ejecutiva,18/08/2025 19:21:08,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166059538,2023-99-53-336|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166059538
337,2100,2023-99-53-337,Oficio pronunciamiento conforme sobre adenda,Servicio Nacional de Geología y Minería,2 destinatarios,18/08/2025 23:13:48,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166086859,2023-99-53-337|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166086859
338,E-ORD01612-2025,2023-99-53-338,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Vallenar,Servicio de Evaluación Ambiental Dirección Ejecutiva,19/08/2025 14:52:53,https://seia.sea.gob.cl/archivos/2025/08/19/97b_Ord01612-2025_IM_Vallenar.pdf,2023-99-53-338|https://seia.sea.gob.cl/archivos/2025/08/19/97b_Ord01612-2025_IM_Vallenar.pdf
339,3252/2025,2023-99-53-339,Oficio pronunciamiento con observaciones sobre adenda,"Servicio Agrícola y Ganadero, Dirección Nacional",Servicio de Evaluación Ambiental Dirección Ejecutiva,19/08/2025 16:22:13,https://seia.sea.gob.cl/archivos/2025/08/19/0af_ID_202599303526_ORD_3252_SAG.pdf,2023-99-53-339|https://seia.sea.gob.cl/archivos/2025/08/19/0af_ID_202599303526_ORD_3252_SAG.pdf
340,564/2025,2023-99-53-340,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Sierra Gorda,Servicio de Evaluación Ambiental Dirección Ejecutiva,20/08/2025 14:17:17,https://seia.sea.gob.cl/archivos/2025/08/20/79d_ID_202502303647_OF_564_MUNI_DE_SIERRA_GORDA.pdf,2023-99-53-340|https://seia.sea.gob.cl/archivos/2025/08/20/79d_ID_202502303647_OF_564_MUNI_DE_SIERRA_GORDA.pdf
341,785,2023-99-53-341,Oficio pronunciamiento con observaciones sobre adenda,Corporación Nacional de Desarrollo Indígena,Servicio de Evaluación Ambiental Dirección Ejecutiva,20/08/2025 15:53:38,https://seia.sea.gob.cl/archivos/2025/08/21/4b3_DD_3247309_ORD_785_CONADI__1_.pdf,2023-99-53-341|https://seia.sea.gob.cl/archivos/2025/08/21/4b3_DD_3247309_ORD_785_CONADI__1_.pdf
342,B32/2221,2023-99-53-342,Oficio pronunciamiento con observaciones sobre adenda,"Subsecretaría de Salud Pública, Ministerio de Salud",9 destinatarios,21/08/2025 12:08:59,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166109181,2023-99-53-342|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166109181
343,496/2025,2023-99-53-343,Oficio pronunciamiento con observaciones sobre adenda,"Corporación Nacional Forestal, Dirección Ejecutiva",Servicio de Evaluación Ambiental Dirección Ejecutiva,22/08/2025 09:20:14,https://seia.sea.gob.cl/archivos/2025/08/29/d34_ORD_496_CONAF_merge.pdf,2023-99-53-343|https://seia.sea.gob.cl/archivos/2025/08/29/d34_ORD_496_CONAF_merge.pdf
344,016 (SEA-EIA-ADC),2023-99-53-344,Oficio pronunciamiento con observaciones al EIA,SEREMI MOP Región Metropolitana de Santiago,Servicio de Evaluación Ambiental Dirección Ejecutiva,22/08/2025 18:42:19,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166128522,2023-99-53-344|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166128522
345,406,2023-99-53-345,Oficio pronunciamiento conforme sobre adenda,"SEREMI de Vivienda y Urbanismo, Región de Valparaíso",Servicio de Evaluación Ambiental Dirección Ejecutiva,25/08/2025 08:56:37,https://seia.sea.gob.cl/archivos/2025/08/25/5de_SEREMI_MINVU_Valparaiso.pdf,2023-99-53-345|https://seia.sea.gob.cl/archivos/2025/08/25/5de_SEREMI_MINVU_Valparaiso.pdf
346,31/3/2329,2023-99-53-346,Oficio pronunciamiento conforme sobre adenda,"Gobierno Regional, Región de Valparaíso",Servicio de Evaluación Ambiental Dirección Ejecutiva,25/08/2025 13:03:42,https://seia.sea.gob.cl/archivos/2025/08/25/d69_GORE_Valparaiso.pdf,2023-99-53-346|https://seia.sea.gob.cl/archivos/2025/08/25/d69_GORE_Valparaiso.pdf
347,588,2023-99-53-347,Oficio pronunciamiento con observaciones sobre adenda,Ilustre Municipalidad de Calama,Servicio de Evaluación Ambiental Dirección Ejecutiva,28/08/2025 15:47:18,https://seia.sea.gob.cl/archivos/2025/08/28/Oficio_ORD_588_Muni_de_Calama.pdf,2023-99-53-347|https://seia.sea.gob.cl/archivos/2025/08/28/Oficio_ORD_588_Muni_de_Calama.pdf
348,1143/2025,2023-99-53-348,Oficio pronunciamiento conforme sobre adenda,Subsecretaría de Agricultura,Servicio de Evaluación Ambiental Dirección Ejecutiva,29/08/2025 08:51:11,https://seia.sea.gob.cl/archivos/2025/08/29/ba8_DD_3311752_ORD_1143_SUBSEC_DE_AGRICULTURA.pdf,2023-99-53-348|https://seia.sea.gob.cl/archivos/2025/08/29/ba8_DD_3311752_ORD_1143_SUBSEC_DE_AGRICULTURA.pdf
349,501,2023-99-53-349,Documento de apoyo,"Corporación Nacional Forestal, Dirección Ejecutiva",Servicio de Evaluación Ambiental Dirección Ejecutiva,29/08/2025 17:44:11,https://seia.sea.gob.cl/archivos/2025/08/29/940_Solicita_retiro_ORD_501.pdf,2023-99-53-349|https://seia.sea.gob.cl/archivos/2025/08/29/940_Solicita_retiro_ORD_501.pdf
350,512/2025,2023-99-53-350,Oficio pronunciamiento con observaciones sobre adenda,"Corporación Nacional Forestal, Dirección Ejecutiva",Servicio de Evaluación Ambiental Dirección Ejecutiva,29/08/2025 17:51:39,https://seia.sea.gob.cl/archivos/2025/08/29/465_ORD_512_CONAF_merge.pdf,2023-99-53-350|https://seia.sea.gob.cl/archivos/2025/08/29/465_ORD_512_CONAF_merge.pdf
351,20259900134,2023-99-53-351,Resolución de ampliación de plazo,Servicio de Evaluación Ambiental Dirección Ejecutiva,Conexión Kimal Lo Aguirre S.A,02/09/2025 12:13:28,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166224522,2023-99-53-351|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166224522
352,,2023-99-53-352,Notificación de documento,Servicio de Evaluación Ambiental Dirección Ejecutiva,2 destinatarios,02/09/2025 12:38:28,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166240640,2023-99-53-352|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166240640
